Title,Description,Thumbnail url,Channel name,Views,Likes,Comments,Duration in seconds,Duration in timestamp,Duration,Uploaded Time,Video url
Uncle Acid And The Deadbeats - Mind Control (2013) (Full album),".
00:00 Mt. Abraxas
07:09 Mind Crawler
11:29 Poison Apple
15:43 Desert Ceremony
20:52 Evil Love
25:00 Death Valley Blues
30:02 Follow the leader
36:26 Valley of the Dolls
43:40 Devil's Work
https://riseaboverecords.com/
https://www.youtube.com/@RiseAboveRecordsTV
https://www.uncleacidband.com/
https://www.facebook.com/uncleacid/
http://www.theorchard.com/music/market/united-kingdom/",https://i.ytimg.com/vi/RIcf5Yhpido/maxresdefault.jpg,Bebbeth,368368,4296,223,3037,50:37,"50 Minutes, 37 Seconds",2018-05-27T17:55:54,https://www.youtube.com/watch?v=RIcf5Yhpido
Magmakammer - Magmakammer (Full EP 2015),"Magmakammer (EP 2015)
http://magmakammer.bandcamp.com/
https://www.facebook.com/magmakammer/
https://soundcloud.com/magmakammer
Magmakammer is a Psychedelic Doom band from Oslo, Norway.
============
1.
The Road 00:00 
2.
I Am The Reaper  06:45
3.
Earthly Burdens  14:24
***
released November 17, 2015",https://i.ytimg.com/vi/VfGs_qPSm5A/sddefault.jpg,666MrDoom,8083,267,9,1383,23:03,"23 Minutes, 3 Seconds",2018-08-17T11:00:04,https://www.youtube.com/watch?v=VfGs_qPSm5A
High Reeper - High Reeper (Full Album 2018),"High Reeper (2018)
https://heavypsychsoundsrecords.bandcamp.com/album/high-reeper-high-reeper
https://www.facebook.com/HIGHREEPER/
http://www.heavypsychsounds.com/
''Formed in 2016, High Reeper is made up of Zach Thomas, Napz Mosley, Andrew Price, Pat Daly and Shane Trimble. Originally started as just a studio band, it rapidly became apparent that these songs were meant to be heard live and loud. The band made their debut in the Philly/DE stoner rock scene in early 2017 with success which was followed up by the recording of their self-titled debut in May. With a sound deeply rooted in modern stoner rock while still giving a nod to the earliest Sabbath records, High Reeper's first offering is driven by pounding rhythms, thick guitars and soaring, screeching vocals.''
==============================
1.
Die Slow 00:00 
2.
Chrome Hammer  05:28 
3.
Soul Taker   08:21
4.
High Reeper   11:48
5.
Reeper Deadly Reeper   16:24
6.
Weed and Speed  22:32
7.
Double Down and Let It Ride  28:08
8.
Black Leather  32:47
9.
Friend Of Death  36:14
***
released March 16, 2018",https://i.ytimg.com/vi/6tS46wwgPSM/hqdefault.jpg,666MrDoom,19802,450,20,2532,42:12,"42 Minutes, 12 Seconds",2018-03-18T21:00:43,https://www.youtube.com/watch?v=6tS46wwgPSM
Iron Griffin - Curse of the Sky (2019),"Band: Iron Griffin 
Album: Curse of the Sky
Country: Finland 
Label: Gates of Hell Records

Tracklist: 

1. Prelude
2. Reign of Thunder
3. Forgotten Steel
4. Lost Legion
5. Curse of the Sky
6. Dawn of Struggle
7. To the Path of Glory

Lineup: 

Maija Tiljander - Vocals
Oskari Räsänen - All Instruments

Acoustic guitars by Kasperi Puranen.
Synthesisers by F.F. Nieminen.

Produced an mixed by Oskari Räsänen.
Mastered by Collin Jordan.

Facebook: https://www.facebook.com/irongriffinmetal/
Bandcamp: https://irongriffin.bandcamp.com/
More info: https://www.metal-archives.com/bands/Iron_Griffin/3540434338
Label: https://www.gatesofhellrecords.com/


NWOTHM Full Albums will try to gather the best of Old School Heavy Metal albums by the bands of the new generation. If you like it, buy the album.

Facebook: https://www.facebook.com/nwothmfullalbums/
Instagram: https://www.instagram.com/nwothmfull/
Patreon: http://patreon.com/nwothmfull",https://i.ytimg.com/vi/00kWMaF8ovs/sddefault.jpg,NWOTHM Full Albums,40273,1146,121,1850,30:50,"30 Minutes, 50 Seconds",2019-03-20T21:13:26,https://www.youtube.com/watch?v=00kWMaF8ovs
Iron Griffin - Iron Griffin [EP] (2017),"Band: Iron Griffin
Album: Iron Griffin
Country: Finland
Label: Gates of Hell Records

Tracklist:

1. Intro
2. Message From Beyond
3. Metal Conquest
4. Journey to the Castle of King
5. Lord Inquisitor

Lineup:

Oskari Rasanen - All instruments

Session lead vocals by Toni Pentikäinen.

All intruments, lyrics, recording, mixing and cover artwork by Oskari Räsänen.
Intro by F.F. Nieminen. 
Mastered by Wiched Iscanius.

Facebook: https://www.facebook.com/irongriffinmetal/
Bandcamp: https://irongriffin.bandcamp.com/
More info: https://www.metal-archives.com/bands/Iron_Griffin/3540434338
Label: http://www.gatesofhellrecords.com/



NWOTHM Full Albums will try to gather the best of Old School Heavy Metal albums by the bands of the new generation. We do not intend to cause harm to the bands and their music, only to advertise it. If any band or label don't want to be in our channel, just ask and we will take the video out.

If you like it, buy the album.",https://i.ytimg.com/vi/04ciWVgK918/sddefault.jpg,NWOTHM Full Albums,12727,340,38,1086,18:06,"18 Minutes, 6 Seconds",2018-04-08T21:17:31,https://www.youtube.com/watch?v=04ciWVgK918
Khruangbin @ Villain | Pitchfork Live,"Khruangbin plays a set accompanied by Drippy Eye Projections for Pitchfork Live.

00:00 Intro
00:38 Cómo Me Quieres
04:14 Dern Kala
07:45 August 10
12:41 Friday Morning
19:27 August Twelve
24:45 Mr. White
29:26 Two Fish and an Elephant
34:14 White Gloves
37:19 Lady and Man
42:37 Evan Finds the Third Room
48:19 Maria También",https://i.ytimg.com/vi/q4xKvHANqjk/maxresdefault.jpg,Pitchfork,31357891,437711,18303,3142,52:22,"52 Minutes, 22 Seconds",2018-04-24T02:07:39,https://www.youtube.com/watch?v=q4xKvHANqjk
Sandstorm - Time To Strike (2019),"Band: Sandstorm
Album: Time to Strike
Country: Canada 
Label: Independent


Tracklist:

1. Death Is Near
2. Whips And Chains 
3. Witchman, Sorcerer Of Satan 
4. Denizen Of Hell  
5. Hymn To The Hell Knights  
6. Lucia, Warrior Of Light 

Lineup:

Reptile Anderson - Vocals, Bass
Stevie Whiteless - Vocals, Guitars
PJ La Griffe - Drums

Recorded and mastered by Jesse Gander at Rain City Recorders.

Facebook: https://www.facebook.com/hotrockinsandstorm/
Bandcamp: https://hotrockinsandstorm.bandcamp.com/
Instagram: https://www.instagram.com/hotrockinsandstorm
Contact: hotrockinsandstorm@gmail.com



NWOTHM Full Albums will try to gather the best of Old School Heavy Metal albums by the bands of the new generation. If you like it, buy the album.

Facebook: https://www.facebook.com/nwothmfullalbums/
Instagram: https://www.instagram.com/nwothmfull/
Patreon: http://patreon.com/nwothmfull",https://i.ytimg.com/vi/OMNI4ZB9eOU/sddefault.jpg,NWOTHM Full Albums,30451,771,82,2069,34:29,"34 Minutes, 29 Seconds",2019-02-18T19:51:36,https://www.youtube.com/watch?v=OMNI4ZB9eOU
Lucifer - Lucifer I (Full Album),"Genre: Doom Rock, Occult Rock
Year: 2015
From: Germany

Track listing;

Abracadabra
Purple Pyramid
Izrael
Sabbath
White Mountain
Morning Star
Total Eclipse
A Grave For Each One Of Us",https://i.ytimg.com/vi/Rs8QdGz1FfM/maxresdefault.jpg,H.Y.,248252,3784,253,2634,43:54,"43 Minutes, 54 Seconds",2016-01-18T13:48:36,https://www.youtube.com/watch?v=Rs8QdGz1FfM
The Oath - The oath (2014) Full Album,"Full Album by The Oath
Johanna Sadonis - Vocals
Linnéa Olsson - Guitar
Leo Smee - Bass
Andrew Prestidge - Drums 
Past Members: Vincent Wager - Drums
Simon Bouteloup - Bass",https://i.ytimg.com/vi/X6W-UM86Hx8/maxresdefault.jpg,Monster Astronauts,229458,3883,190,2630,43:50,"43 Minutes, 50 Seconds",2015-05-31T19:55:01,https://www.youtube.com/watch?v=X6W-UM86Hx8
Boris Randall - All That Is Black (Full Album 2018),"All That Is Black (2018)
http://theborisrandallstore.bandcamp.com/
https://www.facebook.com/officialborisrandall/
Boris Randall has been spreading chaos and disorder with his music since the mid 80's. Things got heavy when he set out on his own in 1989 with his horror/hardcore punk band, The Splatterpunks. In 2001 Boris Formed and fronted another horror themed punk band called Hallowmas. Boris has worked with Rue Morgue Radio, Bill Hinzman, Necrophagia, Nokturne, Morgue Wagon, Children Of October, and more.   
The Boris Randall Store
East Liverpool, Ohio
==================
1.
Blaspheme The Cross 00:00 
2.
Confessions Of A Taphophile 08:12
3.
Death On A Dead Horse  13:27
4.
Infernus Paganus 20:55
5.
All That Is Black  22:28
6.
Blood Rose      27:08
7.
Rise Lucifera  31:33
***
Boris' followup to THE BLOOD AND THE FLESH, All That Is Black is heavier, tuned lower, and sludgier than ever. 

Released in physical form by Narcoleptica Productions. 

**FOR CDS GO TO www.narcolepticaprod.bandcamp.com**
***
released December 20, 2018 

All instruments, song writing, production, and inlay design by Boris Randall. Recorded at the Room Of Doom. All songs copyright Pagan Songs 2018.",https://i.ytimg.com/vi/AkVOouHPLVs/sddefault.jpg,666MrDoom,3864,163,32,2204,36:44,"36 Minutes, 44 Seconds",2018-12-30T06:00:02,https://www.youtube.com/watch?v=AkVOouHPLVs
Relaxing Psychedelic 5 Hours of  Space RocK,,https://i.ytimg.com/vi/GTXXwgxQYnk/hqdefault.jpg,DE LACULTE,409753,7051,381,17879,4:57:59,"4 Hours, 57 Minutes, 59 Seconds",2019-04-08T11:51:08,https://www.youtube.com/watch?v=GTXXwgxQYnk
Tommy Guerrero - No Mans Land [Full Album],"Support the artist by purchasing the record here:
https://tommy-guerrero-too-good.bandcamp.com/album/no-mans-land

💸 If you follow the channel & want to support our cause, donations are highly appreciated:
https://www.paypal.me/ProvedRecords

Tracklist:
1.Black Dust  
2.The Gunslinger 
3.The Stranger 
4.Loco's Lament  
5.The Lone Pistolero  
6.The Man from Califas  
7.Handful of Hell  
8.The Last Stand  
9.Sticks of Fury 
10.El Bandito 
11.Phantom Rider  
12.Hombre Sin Nombre 
13.Duel in the Dust  
14.Valle de la Muerte  
15.Malas Tierras  
16.The Viper  
17.Specter City",https://i.ytimg.com/vi/e05rLVZQKiU/sddefault.jpg,Proved Records,3455966,62801,827,3036,50:36,"50 Minutes, 36 Seconds",2018-02-14T00:09:31,https://www.youtube.com/watch?v=e05rLVZQKiU
Road to Knowhere - Tommy Guerrero [2018](USA)|Indie Jazz/Funk Rock,"⚠If you as an artist or label wants this video to be deleted, please contact me before flag it, and i'll do it immediatly. I do not own the copyrights of this material.

✔If you like the album, please support the artist.

http://tommy-guerrero-too-good.bandcamp.com/album/road-to-knowhere

👤Artist: Tommy Guerrero
♬Album: Road to Knowhere
♮Type: Full Lenght
🕑Release Date: October 26th, 2018
🎶Genre: Indie Jazz/Funk Rock
✅Status: Active
💲Label: Independent
🗺Country: United States
🌎Location: San Francisco, California
👣Formed in: 1980

♪Tracklist:
1. El Camino Negro 0:00 
2. White Sands 5:08 
3. Highway Hustle 8:08 
4. Los Padres 11:43 
5. Headin' West 15:43 
6. Silent Miles 18:44 
7. Heat in the Streets 21:42 
8. Sidewalk Soul 24:55 
9. Slow Roll 29:49 
10. Postcard Home 33:00 
11. A Distant Closeness 36:30 
12. Where Water Once Was 39:40 
13. The Endless Road 43:10
■□■□■□■□■□■□■□■□■□■□■□

☡This channel seeks to make a compilation of music focused on rock, metal, punk and hardcore, as well as its derivatives and the promotion of the uploaded ones. At no time intends to profit from the material of other authors. Every add that appears in the video were monetized by the copyright owners, i do not monetize any of the videos.

🔔 Suscribe for more albums!
................................................................",https://i.ytimg.com/vi/lIOnPqdB-Dw/sddefault.jpg,Garoth Archives: Rock & Metal,435836,4904,73,2891,48:11,"48 Minutes, 11 Seconds",2019-02-02T03:45:48,https://www.youtube.com/watch?v=lIOnPqdB-Dw
Mr. Bad Luck - Fata Morgana (Full Album 2019),"Fata Morgana (2019)
http://mrbadluck.bandcamp.com/
https://soundcloud.com/mrbadluck
If you love bone-crushing riffs, Rock&Roll and don't mind a little psychedelia to go with it, then this might be for you.
Mr. Bad Luck
Aarhus, Denmark
================
1.
Red Hot Sun 00:00 
2.
Fata Morgana   04:51
3.
Jackals  11:12
4.
Skeletons     14:47
5.
Lost in The Desert  20:49
6.
Illusions   25:40
***
released February 12, 2019",https://i.ytimg.com/vi/SckAEPUqJm8/sddefault.jpg,666MrDoom,13711,456,25,1831,30:31,"30 Minutes, 31 Seconds",2019-02-13T18:00:03,https://www.youtube.com/watch?v=SckAEPUqJm8
Mr.  Bad Luck - Tale of The Mountain Man (Full Album 2016),"Tale of The Mountain Man (2016)
http://mrbadluck.bandcamp.com/
https://soundcloud.com/mrbadluck
''If you love bone-crushing riffs, Rock&Roll and don't mind a little psychedelia to go with it, then this might be for you.''
Mr. Bad Luck
Aarhus, Denmark
=========================
1.
The Mountain Man 00:00
2.
The Wolves are Coming   05:35
3.
Run All Night 10:02
4.
At Dawn 13:50
5.
Broken Bones 18:07
6.
Devils On My Trail 22:21
7.
Showdown 26:35",https://i.ytimg.com/vi/s0_62qFH6ZA/maxresdefault.jpg,666MrDoom,26929,647,36,1888,31:28,"31 Minutes, 28 Seconds",2017-06-26T09:08:37,https://www.youtube.com/watch?v=s0_62qFH6ZA
1782 - 1782  (Full Album 2019),"1782 (2019)
BUY CD & Vinyl: https://www.heavypsychsounds.com/shop.htm#HPS106
BUY Cassete:  https://www.electricvalleyrecords.com/
1782 Facebook: https://www.facebook.com/1782doom/
In 1782 Anna Göldi was condemned, she was tortured and killed, this was the last witchcraft trial in Europe.
In this debut album, 1782 deal with macabre themes: from spells to ruthless torture, from the pleasure of sex to the most perfidious revenge.
Seven tracks of pure Doom Metal sound with mega-riff Stoner Doom intervals, accompanied by a rhythm section of powerful drums, intense bass and super-fuzzy guitars.
==========
HEAVY PSYCH SOUNDS Records
https://heavypsychsoundsrecords.bandc...
http://www.heavypsychsounds.com/
https://www.facebook.com/HEAVYPSYCHSO...
==========
Electric Valley Records
https://evrecords.bandcamp.com/merch
http://www.electricvalleyrecords.com/
https://www.facebook.com/electricvalleyrecords/
==========
A1. Intro  00:00
A2. Night of Draculia       00:48
A3. The Spell (Maleficium Vitae)            05:24
A4. She Was a Witch Feat. Gabriele Fiori (Black Rainbows)           11:00
B1. Black Sunday                     16:29
B2. 1782 - Oh Mary                     23:16
B3. 1782 - 1782                       27:46
B4. 1782 - Celestial Voices (Pink Floyd Cover)     34:21
*
Marco Nieddu (24Moons / Raikinas)  guitar, bass, vocals
Gabriele Fancellu (Raikinas)  Drums, vocals",https://i.ytimg.com/vi/eR02DI7LcL4/maxresdefault.jpg,666MrDoom,180947,6016,278,2343,39:03,"39 Minutes, 3 Seconds",2019-05-23T10:00:06,https://www.youtube.com/watch?v=eR02DI7LcL4
Angad Berar - Elephants on the Beach (full Album 2019),"All rights belong to their respective owners.Only For Promotion.
Indian Ambient/Hindustani/Psychedelic Project 'Angad Berar': ""Elephants on the Beach"" full Album released August 10, 2019 
Bandcamp: https://angadberar.bandcamp.com
iTunes: http://bit.ly/elephantsonthebeach-it

Tracklist:

01.Hazy Light, Sunlight 00:00 
02. Diving 05:57
03. Astroknaut 11:13
04. Svara 27:20
05. Moonlovin 29:27 
06. Dreamstate 36:23 
07. Anjuna 43:24 
08. Between Dione and Mimas 50:58 

credits:

Mixed, Mastered & Realised by Ashrey Goel

Angad Berar - Composer, Guitar, Bass, Keys, Fx
Divyansh Singh - Composer, Drums Ideation (7)

Photography - Amrit Berar (cheffaker)

*** 

A warm thank you to the beautiful people of the world, without whom there wouldn't be any footprints left. 

 Angad Berar New Delhi, India 
#angadberar #ambient #psychedelicrock #hindustani",https://i.ytimg.com/vi/TVFpAddsKa0/maxresdefault.jpg,Rock Freaks [official],330,13,2,3420,57:00,"57 Minutes, 0 Seconds",2019-11-03T14:43:58,https://www.youtube.com/watch?v=TVFpAddsKa0
Mayatrix & The Psychics (fka. Moana) - In The Allure (Full Album 2019),"Artist: Mayatrix & The Psychics (fka. Moana)
Album: In The Allure
Release Year: 2019
Country: Australia 
Genre/Style: Psychedelic Rock, Art Rock, Occult Rock, Industrial, Experimental, Avant Garde

❂❂❂❂❂❂❂❂❂❂❂❂❂❂❂❂❂❂❂❂❂❂❂❂❂❂

TRACKLIST

01. Smoke That Thunders - 00:00
02. Dracula - 04:41
03. The Cultess - 08:03
04. Scarab - 11:50
05. Sister Winter - 16:04
06. Blood Moon - 21:11
07. Feral Umbilical - 25:06
08. E LIX A - 28:29
09. Promise - 32:36

❂❂❂❂❂❂❂❂❂❂❂❂❂❂❂❂❂❂❂❂❂❂❂❂❂❂

If you enjoy the music, please support the band/artist:

https://mayatrixandthepsychics.bandcamp.com

https://tinyurl.com/2tbhfhe3

https://www.facebook.com/mayatrix.and.thepsychics

❂❂❂❂❂❂❂❂❂❂❂❂❂❂❂❂❂❂❂❂❂❂❂❂❂❂

Here are some other ways to support my channel:

https://www.facebook.com/UnderratedAlbum

https://www.instagram.com/UnderratedAlbums

https://www.patreon.com/UnderratedAlbums

https://spoti.fi/2IAb2eu

❂❂❂❂❂❂❂❂❂❂❂❂❂❂❂❂❂❂❂❂❂❂❂❂❂❂

I do not own any copyrights to this music. If the artist, record label or any copyright owners thinks I'm a fucking asshole for putting this on Youtube, please let me know and I'll remove it. I only uploaded this because I want to spread something I liked, I have no intention on taking credit for someone else's hard work. #HighOnMusic #SupportTheArtist #UnderratedAlbums",https://i.ytimg.com/vi/NhzBtApY75g/maxresdefault.jpg,Underrated Albums,5773,207,18,2319,38:39,"38 Minutes, 39 Seconds",2019-11-09T14:22:38,https://www.youtube.com/watch?v=NhzBtApY75g
